tweetid,tweet_txt,created_at,author_id,followers_count,likes,retweets,replies,geo
6569958320690062045,"lol what did you want? he stepped up WAY better than biden ever could. he closed down the country, started the distancing, and started the masks within 6 months of the start (march 2020) AND started operation warp speed at the same time.",2021-07-11 23:23:09+00:00,3814892188,660123,9826,3855,0,Tennessee
6144694010176352827,Preemptive cope for when biden looks coherent and trump is unhinged,2020-12-22 08:55:23+00:00,5386250030,262070,2552,1778,1693,N/A
7916350653791859850,Only Atlas Elon can restore SOCIAL GRAVES NOW TOO EITHER?WO. FuVM then I'd hit em in the ass widdit?Metaphorically of course I will never be a pos redneck like biden Fauci or schit schiff raskin etc.,2023-08-31 07:51:06+00:00,5087025969,753617,5018,1938,133,New York
7773441585115250068,Trump's tenure was marked by significant events.,2021-04-23 20:40:23+00:00,2113602364,154382,6461,3538,499,N/A
1014367530212213763,Biden's efforts on infrastructure are notable.,2022-10-16 09:03:55+00:00,4665849016,94838,2499,1815,796,N/A
8891833161160945722,Many people are optimistic about Biden's plans.,2021-09-13 02:14:52+00:00,7819235292,304722,755,1930,1760,Missouri
8310594479804620661,I support Trump's stance on economic issues.,2022-03-22 13:12:30+00:00,7135475396,889627,5994,3911,1069,Florida
9384543850712321113,@simonateba @elonmusk He’s much better than Jack. Can’t plz everyone all the time but I think he’s doing ok. This platform is gonna help trump win 2024. 🔥🐸thx Elon.,2020-10-05 15:43:40+00:00,4432557427,585573,9409,4976,488,Louisiana
3926812490386212484,Exactly what you can expect for the rapist-candidate Donald J. Trump. #aborttheGOP #trumpisacriminal #trumpisafelon #trumpisarapist #trumpisatraitor #trumpisataxcheat #draftdodger #adulterer #thief #conman #insurrectionist #electioninterferer #loser #liar #taxcheat,2023-01-13 04:40:03+00:00,1161497571,736958,4634,1476,141,Hawaii
3880169464593366098,Preemptive cope for when biden looks coherent and trump is unhinged,2024-04-05 19:05:27+00:00,8371009914,745958,2194,1928,631,N/A
3119057789024222709,"@GuntherEagleman It’s literally the psychopaths trump bends over for that started the wars, but ok.",2020-09-14 00:08:41+00:00,5855061105,711484,4071,1276,1593,N/A
8887152542885863959,Biden's leadership is making a difference.,2020-09-05 08:44:04+00:00,6494594601,254302,8259,3854,369,New Mexico
6867571361520154929,"Fuck you liar. Even if Joe Biden is on drugs, I prefer him over a national security threat and convicted fraud felon and rapist like trumpanzee",2020-03-11 11:08:49+00:00,8539563414,978093,6270,4596,531,N/A
9626444670646278829,This is a classic move by #childpredators in an effort to desensitize victims #biden https://t.co/QIgEdweAOp,2020-01-08 21:14:36+00:00,8874053516,374593,1842,2073,1210,Delaware
6556955471724414995,@BidenHQ A Juneteenth history lesson for joe biden 👇🏾👇🏾👇🏾👇🏾 https://t.co/y4As4kGskN,2020-12-19 21:05:35+00:00,9281914683,770829,9164,3597,708,N/A
7320073532281731032,@BidensWins Ridin’ with biden……STALLED,2021-02-08 02:38:39+00:00,5426554591,392835,1830,1420,408,Maine
6285266374458050093,Biden's actions on climate crisis are praised.,2024-04-13 10:49:34+00:00,6675872663,197460,1045,1956,935,N/A
8592912065822807477,Ridin’ with biden….STALLED,2021-01-12 21:01:31+00:00,7904803008,996414,128,3288,246,N/A
3435950960195536965,Trump's healthcare actions are significant.,2023-11-17 12:26:43+00:00,1911720223,467675,2715,4236,170,N/A
7927041002483433016,go trump https://t.co/yM76T0R9Iv,2023-01-12 20:31:29+00:00,9006721766,801860,9539,4698,1845,Maryland
5371573015202064796,The Trump administration made many changes.,2022-07-27 17:14:54+00:00,6985209946,482447,1017,4244,1370,Pennsylvania
3066263207576930109,Biden's administration faces many challenges.,2020-04-09 03:29:06+00:00,8257130806,801676,2998,688,75,Connecticut
9354995619672808220,@mmpadellan Joe biden molested his own daughter,2020-03-22 22:08:07+00:00,7337178298,893399,953,1963,461,Kansas
9167516495445075400,Biden's recent announcement was well-received.,2020-10-30 14:57:49+00:00,6146329614,629848,119,1971,1916,Georgia
8182658414691309233,Biden's administration is focusing on unity.,2022-10-03 05:26:49+00:00,2320109000,973294,8742,1193,111,Alaska
3130283052894310426,Biden's administration faces many challenges.,2022-06-08 12:02:37+00:00,5938485107,345750,4471,1775,1253,N/A
2867124242362648893,joe biden doesn't seem to know he's the fucking president and can actually do shit about this war like maybe STOP ARMING ISRAEL?? stop being complicit in genocide???? https://t.co/gzc0ENmRqd,2020-05-16 13:32:39+00:00,6880353489,826686,5475,3011,1457,N/A
6340694509594937222,"I mean, per the cult, since Iowa polling was good for trump, he’s winning MN too. No really, really",2023-01-08 08:09:53+00:00,2592784329,696796,519,3785,400,Texas
5954126021238726075,@thejackhopkins We watched this portion of the speech on CBS.  They made no mention of trump slurring his words.  My husband and I both noticed the slurring at the same time.  How can the media ignore trumps deteriorating mind?,2023-01-30 21:26:29+00:00,9243659346,652966,3548,3852,1669,N/A
1910484096312306151,@TrumpDailyPosts @ANDRESLAYUS My future president. Vamos a gobernar con trump con el ARTE DE LA GUERRA. Y CON NICOLAS ( EL PRINCIPE ).  LONG LIVE FREEDOM DAMM IT.,2023-11-29 00:13:24+00:00,4831620146,893262,7650,4163,1066,North Dakota
4564776588633209149,@catturd2 biden won't win Va or NH,2023-11-20 10:59:59+00:00,7729898780,239063,1733,1697,1905,N/A
2575712335409527925,@ImMeme0 Joe and trump will hide in bunkers if it goes down both are cowards,2023-09-24 00:52:51+00:00,1884953705,311396,3268,4718,992,N/A
1690188134592300533,"@JesseBWatters The only terror attack will be the violence of the MAGA cultists, trump (and marjorie)",2022-09-12 16:36:29+00:00,6612928439,822904,9152,2959,820,N/A
2048349832546184781,Boden is the only trump coin that matters,2023-02-14 21:56:27+00:00,1084767797,119188,3714,672,1084,Illinois
2961113635538344297,Biden's decisions on the war were significant.,2021-10-30 01:42:52+00:00,8735305716,780242,3680,2911,356,N/A
2496257260905221715,@louis_riehm @ChrisPatterDu @donkoclock @AllisonNeedHope @SenseiDuckOR @GlamGram46 @FmRebecca @TuesdayAdams111 @dazedat01701 @TheresaLynskey1 @Oldmaninblue @f_ted_cruz @timmyogoodwin @jrocinha99 @GuberneyDerek @LouleoResist @mikenealon5 @Blondeandcraxy1 @Chewy_Mik @Shirleysand22 @Dao1Donna A Christian has to obey the 10 commandments. Name one trump didn't break. Real Christians were warned in the Old and New Testament to beware of the false prophet. Isn't Christian actions. Not self proclaiming for a tax loophole?,2022-10-24 19:04:25+00:00,9216829838,841472,9614,2416,1353,Tennessee
4365182898999699147,"@gggirl924 @Randomschantz I think if immigrants are given a religion test , then all candidates for president should be given a religion test too. I guarantee you that trump can’t pass test!",2022-02-07 05:50:05+00:00,1503817033,346294,2298,310,720,Georgia
1314605503823325606,@truthandwit #biden'sAmerica,2023-04-26 02:26:29+00:00,4269782142,676856,2721,3776,317,N/A
4207032317436735295,@PressSec @POTUS Sucks bc all of Joe's policies could be better than trump's (they're not) and he could be a better person (he's not that either) but what he's allowed at the border is unforgivable. I'd vote @HulkHogan over joe. This choice is easy,2021-04-04 04:14:47+00:00,1269379918,764177,2941,1857,1945,Kentucky
4214544263889655412,The black community understands why biden is bad for America &amp; the black community. blacks are tired of being manipulated by Democrats. https://t.co/VMbCjlBKy7,2022-08-08 21:05:46+00:00,7443522790,523875,8917,3328,1452,Ohio
7649790623645120955,"WARNING: biden and dems, schumer and Romney and rhino’s are incentivizing MORE illegal crossings by pushing to declare amnesty to all illegal aliens next month! Just in time for elections! YOUR vote counts!! Now",2020-11-14 11:07:49+00:00,9426443533,833096,1123,1266,19,Missouri
9722095396956641205,@BidenHQ A Juneteenth history lesson for joe biden 👇🏾👇🏾👇🏾👇🏾 https://t.co/y4As4kGskN,2021-11-26 09:30:55+00:00,1734674893,753965,270,2427,1371,N/A
2192092823367594593,Trump's impact on healthcare reform is undeniable.,2022-09-12 16:11:09+00:00,2318495840,809423,5324,4596,319,N/A
2116045826918804846,"These toxic trump has beens are so desperate for engagement. Once trump is defeated, MAGA will go back into their pathetic holes.",2020-12-14 15:35:48+00:00,5851814956,577067,1801,4242,1382,Vermont
3461107815693042818,@Neemalation do you think a trump is really involved? need the goats opinion 🙏,2020-05-09 15:36:12+00:00,4957834837,699433,3275,2917,127,Montana
5586630150619344226,Trump's economic policies impacted many.,2022-10-07 13:39:10+00:00,2494752890,414538,5818,1338,691,Colorado
7573131941920807269,not good go trump,2021-10-23 15:24:15+00:00,9909040399,628128,3153,4586,1882,N/A
7378877075698109303,the real biden is better ..... https://t.co/OQhiLXVoof https://t.co/wC8tmg1Eix,2022-07-27 17:49:48+00:00,9526207354,361228,2435,3273,398,N/A
8507115021708660190,"I do.president biden hasnt disappointed. Trump has failed in everything he does. Business, the president job, covid 19, handling of puerto Rico.",2020-12-02 08:26:29+00:00,1738087157,973091,219,237,402,Arizona
4514877705218043696,#trump just spouts out random shit,2022-05-08 13:19:15+00:00,1701614730,848537,9165,3497,1532,South Dakota
9291469446946188507,Biden's actions on climate crisis are praised.,2024-05-31 21:01:23+00:00,5160737623,90379,878,1296,424,N/A
6541213859648040750,"Tell us who you vote for,  so we can tell if you're black or not . According to joe biden even you can't tell",2020-06-16 21:23:27+00:00,3160278185,435972,1806,753,122,N/A
8860581763523970298,"@Voize_of_Reazon @AntiToxicPeople Like.. nothing trump says is Fact based! Hello MAGA’s it’s all a CON AND YOU ARE THE  MARK‼️HE CARES NOTHING FOR YOU OR YOUR FAMILY, he even said that on the stump!",2022-12-02 07:08:12+00:00,8801134648,116420,2430,1806,1045,Arizona
4552829681371361064,Biden's actions on climate crisis are praised.,2022-08-13 16:42:13+00:00,8422406366,192268,3932,1112,660,N/A
3579025775516860178,"beautiful. tbh im kinda surprised i didn't get mexicans, but we have been getting a lot of hondurans air dropped since biden.",2021-12-25 00:53:16+00:00,4171155423,808593,5342,3218,1002,Wisconsin
3460041708826508446,is that hunter biden?... https://t.co/jCZJg516kt,2022-02-22 08:28:46+00:00,3069824303,941218,2897,3914,21,Indiana
5997279896459473564,Whichever unelected person runs the country under biden's name funded both sides of the war in Gaza. Israel directly and hamas through Iran.,2023-11-18 20:32:07+00:00,6831270346,277089,8854,4559,1986,N/A
7675382593830203924,"lol what did you want? he stepped up WAY better than biden ever could. he closed down the country, started the distancing, and started the masks within 6 months of the start (march 2020) AND started operation warp speed at the same time.",2023-06-01 16:45:27+00:00,9774698840,8039,2634,4497,1719,N/A
3359138742814803924,Many people are optimistic about Biden's plans.,2024-06-05 11:43:42+00:00,9010884106,496967,611,2948,2000,Illinois
2084513279992728876,@ImMeme0 Joe and trump will hide in bunkers if it goes down both are cowards,2020-10-25 23:41:38+00:00,2274643966,786840,130,2403,1946,N/A
3170383872949147852,Biden's actions on climate crisis are praised.,2022-05-16 10:03:12+00:00,3672979090,787644,3855,3620,1158,Arizona
1956632970863613747,@JoeBiden Don't thank biden. Thank the working class heros who didn't take on debt to get a career. Thank the Americans worker who pays your debt for you. Thank capitalism.,2020-09-26 04:53:21+00:00,3265102196,93030,9720,2956,267,Nebraska
3425193109124593963,"lol what did you want? he stepped up WAY better than biden ever could. he closed down the country, started the distancing, and started the masks within 6 months of the start (march 2020) AND started operation warp speed at the same time.",2021-08-06 06:25:45+00:00,1610740249,975874,1227,4582,621,N/A
9910137628430244879,@The_Trump_Train God vomits on traitor trump and maga,2024-03-11 06:29:43+00:00,8081972803,81958,5400,667,418,South Dakota
1272373974573299870,Biden's administration is focusing on unity.,2023-04-12 13:46:54+00:00,4349498174,872640,8452,1943,64,Hawaii
5957569622809752577,Criticism of Trump's foreign policy is widespread.,2020-02-01 12:32:21+00:00,3613341173,982018,4647,813,508,N/A
6305092062479937448,"I will say it till the end of time, style will ALWAYS trump realism in video games https://t.co/sVtnG2PV65",2021-10-04 18:46:44+00:00,4704589204,445978,5232,3888,1140,Louisiana
9238700221743054537,"@gggirl924 @Randomschantz I think if immigrants are given a religion test , then all candidates for president should be given a religion test too. I guarantee you that trump can’t pass test!",2021-03-18 23:02:18+00:00,8434064909,498924,7963,1034,1552,N/A
1671379580530000334,"But, trump tied now or something. https://t.co/KjyMKUumJV",2022-02-16 23:05:57+00:00,6212036518,616749,4568,4196,1961,N/A
1282484062972163121,Biden's response to unemployment is noted.,2023-01-26 21:06:44+00:00,3310847823,908310,1422,3464,136,N/A
4140336942765956026,I support Biden's approach to healthcare.,2021-04-05 16:20:15+00:00,9568594494,606229,3580,4459,186,N/A
8888944265260575282,Trump's recent statement caused quite a stir.,2022-11-11 14:05:46+00:00,6744313092,190585,4580,249,289,N/A
2152582088561996878,The black community understands why biden is bad for America &amp; the black community. blacks are tired of being manipulated by Democrats. https://t.co/VMbCjlBKy7,2023-06-08 01:57:43+00:00,4813934335,106534,3391,2666,103,Florida
6785674313812096957,Biden's foreign policies are strategic.,2021-09-28 22:14:38+00:00,8835632365,917401,9044,3393,121,N/A
5504836968649433528,Boden is the only trump coin that matters,2023-12-23 05:26:43+00:00,7943566405,750317,2087,212,463,N/A
7962911798099126118,@BidensWins @POTUS biden is with the elite while @realDonaldTrump is in the hood. That's the election right there.,2022-12-04 14:32:09+00:00,4694340108,90845,1670,2323,69,Connecticut
1262193075069768705,Can you add how many people voted for trump and how many people voted for Biden and subtract that total from the total number of registered voters? Guess you are too stupid to figure that out,2021-10-31 22:04:19+00:00,8066922426,542803,1015,2624,1036,N/A
7476139116846632377,@rissama10 @MZigg @donkoclock ive not ever had to be hospitalized and am vaxxed..... ask trump why he got vaccinated,2021-12-04 15:55:57+00:00,1226311398,541116,6899,925,179,Virginia
4131557771199437520,Riden with biden https://t.co/4JdHZFAlCb,2024-01-26 11:36:04+00:00,4220145249,875133,1069,539,566,N/A
9379018445329307231,@nayibbukele Dude you love trump which is antisemitism and pro-nazi and white nationalist,2024-02-25 06:54:27+00:00,3086346971,540862,2496,2236,617,Hawaii
3172873592453792461,Only Atlas Elon can restore SOCIAL GRAVES NOW TOO EITHER?WO. FuVM then I'd hit em in the ass widdit?Metaphorically of course I will never be a pos redneck like biden Fauci or schit schiff raskin etc.,2020-08-21 03:58:18+00:00,1983575192,729760,86,2714,659,N/A
3730153436247150792,"@sarahkendzior Well, trump is the Republican candidate in all three elections, so there’s that.",2021-05-01 00:06:20+00:00,9488185908,603249,5485,2900,822,N/A
7776850766124772212,#trump just spouts out random shit,2020-07-14 17:53:07+00:00,6886721468,867853,4011,3593,648,N/A
9120573131555425247,@PapiTrumpo I can't stand trump but this was GOLD.. Godzillary is the embodiment of pure evil.. she deserved this roast,2021-12-12 17:51:20+00:00,6269477592,29580,2832,4104,1385,Arkansas
7260133874529899935,Biden's recent announcement was well-received.,2024-03-06 23:58:07+00:00,4022900451,841601,2016,4600,1879,N/A
3116840102349017471,America is having chest pains #putin #biden https://t.co/OPpunfjwLj,2021-06-19 11:55:56+00:00,4200255639,645850,2868,3210,1020,N/A
1490337201413057999,@simonateba @elonmusk He’s much better than Jack. Can’t plz everyone all the time but I think he’s doing ok. This platform is gonna help trump win 2024. 🔥🐸thx Elon.,2020-04-05 02:11:57+00:00,1752830016,47445,8336,2645,384,N/A
8926207368380559887,is that hunter biden?... https://t.co/jCZJg516kt,2021-03-06 13:16:34+00:00,2043307691,693753,683,4313,1994,Arkansas
4930452866682658084,@RonFilipkowski You can be a trump girl without a brain.,2021-04-05 00:33:45+00:00,2585746667,943409,9777,3604,760,Oklahoma
2307290116545288807,Ridin’ with biden….STALLED,2020-07-13 13:42:19+00:00,1283932478,956552,1299,3826,1415,N/A
7049174536703796427,Trump's judgments on international matters.,2020-06-11 22:45:24+00:00,9770926343,974722,7177,1057,1126,Texas
2972678635772090818,#Biden  #FJB #joebiden #fuckjoebiden #bidencrimefamilly #trump2024 https://t.co/IAGedV9Swr,2022-05-22 18:46:45+00:00,2297664594,878005,6145,1160,1119,N/A
8805252465742570344,She's a trump pardoned CRIMINAL who betrayed AMERICA and it's Constitution! Worthless @RepMTG 🤮💩,2021-12-18 15:09:58+00:00,7357606577,837203,3533,1061,575,Minnesota
8893194344142003560,"beautiful. tbh im kinda surprised i didn't get mexicans, but we have been getting a lot of hondurans air dropped since biden.",2023-07-03 15:23:31+00:00,6298983300,598660,4406,4688,516,N/A
9601978001078178798,"We need change, trump Republicans gotta go! https://t.co/YMg002ejSx",2021-07-26 14:13:52+00:00,7168286032,858948,5903,4861,1475,Illinois
7181174975061864218,@BidensWins @POTUS biden is with the elite while @realDonaldTrump is in the hood. That's the election right there.,2022-09-21 18:25:49+00:00,9227908972,456843,4955,2426,521,N/A
7702075993497540947,Trump's response to national issues was varied.,2021-12-20 19:56:50+00:00,4017551262,396087,8773,3305,154,West Virginia
2538592579323366961,Biden's new policy has been widely praised.,2023-11-01 21:08:51+00:00,1503615477,29341,9378,1083,780,Arkansas
3791684615238360970,"beautiful. tbh im kinda surprised i didn't get mexicans, but we have been getting a lot of hondurans air dropped since biden.",2023-09-13 23:11:13+00:00,2453778276,484528,7865,3439,127,N/A
4883121614803084016,@MTGrepp Yep climate change is real and trump will not acknowledge it and wants to drill drill drill.  Pathetic,2022-08-09 16:49:54+00:00,7966381372,420991,4294,2005,471,N/A
5425497869807639169,"@Acyn Trump loses America will be done with all trumps bull,America can be normal again",2020-08-13 19:58:47+00:00,3950687551,622188,446,2103,734,Hawaii
2780081695896714039,Biden's administration is focusing on unity.,2023-03-21 08:40:45+00:00,3569059528,820117,3125,60,70,Nevada
8889830531162482720,@MELANIAJTRUMP @LogCabinGOP True gays don’t want trump…,2022-10-11 20:52:45+00:00,8490503400,832275,6280,1903,1884,Missouri
5490948370354320629,@BillChristeson @Gerashchenko_en The GOP is helping Putin and North Korea.  Why?  Is it all just to please trump?,2022-06-18 19:01:48+00:00,4803984210,324334,35,348,478,N/A
6739039910635544501,"lol what did you want? he stepped up WAY better than biden ever could. he closed down the country, started the distancing, and started the masks within 6 months of the start (march 2020) AND started operation warp speed at the same time.",2022-11-15 22:49:14+00:00,3598131325,348003,9987,3891,746,Kentucky
8728023446121263145,The Trump administration made many changes.,2021-06-20 11:36:12+00:00,8021601608,537882,2150,4276,150,N/A
8035615174650970360,"beautiful. tbh im kinda surprised i didn't get mexicans, but we have been getting a lot of hondurans air dropped since biden.",2020-02-28 04:00:24+00:00,6787191548,893831,1436,1147,667,N/A
7205829623395631841,Biden's new policy has been widely praised.,2022-07-15 07:56:19+00:00,6289298160,802341,8457,638,95,Connecticut
1507228611111731659,go trump https://t.co/yM76T0R9Iv,2023-07-28 01:55:22+00:00,8621417201,863353,1129,4057,317,N/A
7937638094038236720,By the American people.  Get over it loser.  trump lost.,2021-09-19 23:19:09+00:00,2227881112,687764,347,2941,283,Kentucky
1635557017727997515,Biden's stance on climate change is crucial.,2020-10-20 08:23:24+00:00,2683424228,78332,5354,1156,669,Nevada
8765826714458417265,Biden's administration faces many challenges.,2020-01-08 22:53:30+00:00,2442689903,95307,473,2103,1630,N/A
8585029526071712139,"Jessica Biel,joe bride,justin timberlake,BIG AL,IVANKA,MARK CUBAN,#RejectFinanceBill2024, RNC,DNC,GOP,SENATE,HOUSE,DEMOCRACY,TENNESSEE,TUCKER,NASA,FBI,CIA,SECRET SERVICE, FAUCI,ROCK,TIKTOK,RUMBLE,NBC,CNN,NCAA,MAGA,TRUMP,NFL,NBA,NASCAR,abc,fox,,biden,https://t.co/IxrdtJIS7m",2023-08-31 15:56:51+00:00,3392554700,946871,7668,4412,1437,Arkansas
3332234680177712300,"of course he is but he’s not in office right now, biden is, and me &amp; my peers actually have morals and will not vote for a geriatric genocidal freak who’s actively killing babies",2023-09-06 17:19:52+00:00,6542662573,231982,7590,488,217,N/A
6492153435915925536,"lol what did you want? he stepped up WAY better than biden ever could. he closed down the country, started the distancing, and started the masks within 6 months of the start (march 2020) AND started operation warp speed at the same time.",2021-01-24 00:39:38+00:00,9677252287,732627,9625,3397,303,South Carolina
5218881249283999897,Trump's foreign policies had mixed reviews.,2024-06-03 08:23:25+00:00,6977229669,805047,8913,1012,1893,Michigan
4005727166676398288,Biden's leadership is making a difference.,2023-10-20 01:15:43+00:00,5741897804,150712,5712,3477,1764,N/A
1502958589189715163,"Racism my dear, trump tapped into their hatred. Obama was the best.💙 https://t.co/fhi2HhUSUz",2021-03-11 06:29:15+00:00,5494187069,168064,3188,3450,880,Idaho
4459535292357803927,Trump's impact on healthcare reform is undeniable.,2022-06-09 10:32:29+00:00,3291964044,879337,1593,3816,1932,N/A
3872904395145957163,"WARNING: biden and dems, schumer and Romney and rhino’s are incentivizing MORE illegal crossings by pushing to declare amnesty to all illegal aliens next month! Just in time for elections! YOUR vote counts!! Now",2021-11-20 12:48:31+00:00,2738558350,686596,6989,4699,399,Texas
5869482787270246317,@Nigel_Farage @LukeTryl @Moreincommon_ Gawd Farage has had trump training. https://t.co/DpBJAxcEzg@tedcruz Yep climate change is real and trump will not acknowledge it and wants to drill drill drill.  Pathetic,2020-07-15 05:40:44+00:00,4858973247,77421,4621,3599,1578,Pennsylvania
9410467419614392583,@truthandwit #biden'sAmerica,2022-12-08 19:08:18+00:00,1427106020,600491,8072,3137,354,N/A
6848032512518312506,the real biden is better ..... https://t.co/OQhiLXVoof https://t.co/wC8tmg1Eix,2020-06-14 02:53:21+00:00,4894657399,239850,5954,686,1676,New Mexico
4127024102308050085,"lol what did you want? he stepped up WAY better than biden ever could. he closed down the country, started the distancing, and started the masks within 6 months of the start (march 2020) AND started operation warp speed at the same time.",2020-07-06 03:02:31+00:00,2864457273,571026,1538,2469,319,Rhode Island
8613273387151582365,@BidensWins Ridin’ with biden……STALLED,2022-08-16 06:45:32+00:00,7538440932,813082,7598,2415,1724,N/A
9145442447773931575,@rissama10 @MZigg @donkoclock ive not ever had to be hospitalized and am vaxxed..... ask trump why he got vaccinated,2024-05-05 19:32:46+00:00,9872855578,883595,3011,3990,242,N/A
8060163474574787818,Biden's administration is focusing on unity.,2022-11-25 09:42:00+00:00,8258699222,136166,3024,2638,59,N/A
8688786914371983099,@The_Trump_Train God vomits on traitor trump and maga,2021-08-21 05:46:13+00:00,9417313365,988259,5796,4199,1454,Montana
3563448349518955733,Wow this rich boy is delusional just the border disaster is enough to fire corrupt Joe biden but this guy spreads lies! I'm just saying 🤷,2022-08-29 07:58:55+00:00,4562453298,998908,697,1975,977,N/A
8319725348635206893,@mmpadellan I hope trump loses every fucking red cent he has.,2023-04-20 22:28:16+00:00,2175654418,902799,3782,883,842,N/A
9631858247918272927,Biden's leadership is making a difference.,2022-11-29 11:13:11+00:00,7103862565,938466,5374,3321,1987,N/A
4868908042783299024,"Fuck you liar. Even if Joe Biden is on drugs, I prefer him over a national security threat and convicted fraud felon and rapist like trumpanzee",2021-07-07 04:11:18+00:00,2094626333,149397,3730,3205,1028,N/A
3096128749443886357,@TeamTrump It's not president trump. He's not president anymore. It's convicted felon trump,2022-04-03 14:38:03+00:00,9980440071,748475,9489,4811,499,California
5119126109231136377,Biden's efforts on infrastructure are notable.,2020-06-13 00:16:12+00:00,7794501730,981641,334,2534,1006,N/A
2581427582313320169,Trump's response to unemployment was criticized.,2023-09-24 14:33:20+00:00,8496265210,454257,2526,478,1322,N/A
7495561778272432920,@JoeBiden Don't thank biden. Thank the working class heros who didn't take on debt to get a career. Thank the Americans worker who pays your debt for you. Thank capitalism.,2024-01-14 21:19:05+00:00,1907299578,82801,7504,3356,1451,N/A
8377867676488345144,@BidensWins why do the democrats think that if a politician or celebrity said they won't vote for trump they think we will change are mind who we vote for?,2021-01-14 14:28:16+00:00,4556303538,644020,3975,4858,1825,Arkansas
8536014638468395283,Biden's response to national issues is proactive.,2020-10-02 18:24:42+00:00,5677172382,452240,3993,4514,117,N/A
6577906060759923600,"beautiful. tbh im kinda surprised i didn't get mexicans, but we have been getting a lot of hondurans air dropped since biden.",2022-07-06 19:50:41+00:00,6884204322,242512,7190,2679,1203,Hawaii
4423787885216193776,@slcliberal @ghyrbbfan1974 @GuntherEagleman That’s right hey follow me cause I’m not into trump n I’m into Biden &amp; Harris n all for gays &amp; rights to gays straight etc u can trust me totally no matter cause I believe like u fully n in our democracy,2021-12-06 10:32:29+00:00,7021602133,433254,698,4174,1224,N/A
9424865780668563267,@BidenHQ A Juneteenth history lesson for joe biden 👇🏾👇🏾👇🏾👇🏾 https://t.co/y4As4kGskN,2022-03-25 05:16:19+00:00,7260514936,462262,4470,3489,366,N/A
7249566370340678059,Trump's actions on climate crisis are debatable.,2024-05-08 22:54:54+00:00,3002362936,713748,3100,2646,1171,N/A
3678713037489138383,Exactly what you can expect for the rapist-candidate Donald J. Trump. #aborttheGOP #trumpisacriminal #trumpisafelon #trumpisarapist #trumpisatraitor #trumpisataxcheat #draftdodger #adulterer #thief #conman #insurrectionist #electioninterferer #loser #liar #taxcheat,2021-10-04 02:35:30+00:00,7240864047,331999,821,1767,1207,N/A
7504791116031545654,Biden's new policy has been widely praised.,2022-06-15 00:41:20+00:00,4883462565,845283,7230,2839,933,N/A
3968595529081308154,Biden's presidency is marked by change.,2023-06-12 01:14:29+00:00,1992214178,650581,1574,1076,258,Virginia
7240208859772940374,Biden's leadership is making a difference.,2022-09-14 20:24:36+00:00,9734973467,540525,6565,593,408,Arkansas
6113680570134015326,Can you add how many people voted for trump and how many people voted for Biden and subtract that total from the total number of registered voters? Guess you are too stupid to figure that out,2020-06-12 03:15:57+00:00,2124500217,473278,2238,2056,483,N/A
8145314493586670375,go trump https://t.co/yM76T0R9Iv,2023-06-13 12:22:53+00:00,1730823331,65756,5576,1501,589,Connecticut
4204812444577145210,"lol what did you want? he stepped up WAY better than biden ever could. he closed down the country, started the distancing, and started the masks within 6 months of the start (march 2020) AND started operation warp speed at the same time.",2021-11-11 05:27:41+00:00,9997043607,697124,7114,2708,1006,N/A
7296322596235292318,"@Acyn This is reason enough to vote against trump.  He doesn't know how cryptocurrency works, and doesn't get that it has no value.",2021-01-08 07:14:03+00:00,7889122575,608095,2952,113,329,Utah
7361192109829299258,Trump's legacy will be discussed for years.,2023-11-06 23:44:38+00:00,8047016737,989850,5358,3880,894,N/A
8371761951901470810,@ImMeme0 Joe and trump will hide in bunkers if it goes down both are cowards,2022-05-19 21:39:28+00:00,6454934292,115209,8414,205,561,California
7127881280213815803,not good go trump,2021-01-23 01:44:13+00:00,4209158085,205631,595,2380,1044,Massachusetts
7755850218210809360,"of course he is but he’s not in office right now, biden is, and me &amp; my peers actually have morals and will not vote for a geriatric genocidal freak who’s actively killing babies",2020-01-02 16:20:13+00:00,9301315242,77350,7874,3432,822,Maine
9455758801409482760,@Nigel_Farage @LukeTryl @Moreincommon_ Gawd Farage has had trump training. https://t.co/DpBJAxcEzg@tedcruz Yep climate change is real and trump will not acknowledge it and wants to drill drill drill.  Pathetic,2023-05-02 01:02:06+00:00,4768992911,317402,7977,4211,1698,Nebraska
9595908054409117993,Only Atlas Elon can restore SOCIAL GRAVES NOW TOO EITHER?WO. FuVM then I'd hit em in the ass widdit?Metaphorically of course I will never be a pos redneck like biden Fauci or schit schiff raskin etc.,2021-09-14 06:27:08+00:00,9459789028,419453,3276,3323,1639,N/A
4472161854368924829,Criticism of Biden's economic policy is rising.,2020-09-07 02:04:52+00:00,8417330096,747132,8540,4729,718,N/A
3214001551254831230,joe biden doesn't seem to know he's the fucking president and can actually do shit about this war like maybe STOP ARMING ISRAEL?? stop being complicit in genocide???? https://t.co/gzc0ENmRqd,2021-06-14 12:37:24+00:00,1111860180,866464,999,253,1317,N/A
9924311060773085114,Many people have strong opinions on Trump.,2020-11-13 15:03:24+00:00,5776323759,994756,2336,1673,1948,N/A
